Tweet,Sentiment
donald trump tried to convince german scientists to make coronavirus vaccine only for the united states report,neutral
days ago called the coronavirus a hoax justsaying,neutral
does rolling someone s house qualify as a hate crime now coronavirus covid,negative
nice smear tactic but it won t work now nor help you in november so interesting th,positive
shout out to my neighbor is a trainer there and told me all employees are being paid despite the g,neutral
please share for students and families who need food while schools are shut down in southern nv coronavirus,negative
guess who s going to work tomorrow in times like this it sucks to be employed in the fast food industry,negative
these things can exist at the same time is doing well tonight america isn t really interested,positive
with everything going on practice socialdistancingnow hygiene and commonsense we have a chance to slow,negative
can covid coronavirus be transmitted via mosquitoes,neutral
whitehouse briefing why are reporters sharing mic and and others touching sharing mic coronavirus,negative
they know where it came from we all know where it came from coronavirus,neutral
hold my beer coronavirus,neutral
when you re watching the demdebate on a sunday night you know there are no sports on tv coronavirus,neutral
italians in lockdown all over italy are keeping each other company by singing dancing and playing,negative
gotta love europe great mix of cultures coronavirus,positive
agent k a person is smart people are dumb panicky dangerous animals via p,negative
i m living on tj s frozen appetizers all of my orgies are cancelled and my bidet is suddenly very trendy onfleek,positive
i don t even know the guy i had dinner with that had coronavirus explaining why he has n,neutral
bananas foster y all pre purgatory perfection take care err body i hope to see everyone on the flip s,neutral
if you are a sinner repent now run away from sin or you will have coronavirus come to jesus christ,neutral
eat good my friends immune booster smoothie kyle spinich blue berries rasberries bannana chia seed vegan pr,positive
please don t name your kids korona or kovid in months coronavirus covid,neutral
italy has been trying to send us a warning will we listen coronavirusoutbreak coronavirususa huffpost news,neutral
trump taps penn state grad deborah birx to aid coronavirus battle amid national emergency via,neutral
shit just got real coronavirusoutbreak covid coronavirus,neutral
no one but your followers believe you we saw you slow eye on wed your sniffing on friday and all,negative
me greeting all my friends in april or may or whenever we re allowed out of our houses again coronavirus,neutral
are you talking about the guy who won t take responsibility for this the guy who wouldn t answer questions today,neutral
